text,label
cách giảng dạy rất hay có phần dễ hiễu,[0. 0. 1.]
nhiệt tình dễ thương,[0. 0. 1.]
không hướng dẫn đồ án,[1. 0. 0.]
xin đề nghị nhà trường nên bổ sung tài liệu về môn học cập nhật nội dung,[1. 0. 0.]
chép bài rất nhiều lãng phí thời gian nghe giảng,[1. 0. 0.]
không học kỳ này thực hành có người nên có lẽ nhầm,[1. 0. 0.]
đề thi môn dài làm không đủ thời gian,[1. 0. 0.]
làm nhiều bài kiểm tra,[1. 0. 0.]
theo nên thi phòng máy nào có trở lên,[1. 0. 0.]
cần thêm nhiều tài liệu môn học,[1. 0. 0.]
giảng dạy tốt,[0. 0. 1.]
mong có thể hướng dẫn cách cụ thể nhất những bài khó,[1. 0. 0.]
cần bài tập hướng dẫn nhiều hơn,[1. 0. 0.]
lên lớp đúng giờ giảng bài sôi động,[0. 0. 1.]
thấy chỉ giảng có,[1. 0. 0.]
cần xác định rõ mục đích môn học đề cương chi tiết môn học trước bắt đầu,[1. 0. 0.]
nói chuyện rất tự nhiên chia sẻ kinh nghiệm thực tế,[0. 0. 1.]
dạy theo sát chương trình,[0. 0. 1.]
cung cấp thêm thiết bị phục vụ nhu cầu môn học,[1. 0. 0.]
đề nghị nâng cấp phòng lab khoa mạng,[1. 0. 0.]
giảng hay tâm huyết bài giảng có tính thực tiễn cao,[0. 0. 1.]
đi dạy đúng giờ,[0. 0. 1.]
cung cấp nhiều kiến thức mới dạy tận tâm nhiệt tình,[0. 0. 1.]
có tăng thêm nhiều ví dụ minh họa lý thuyết có nhiều phần lý thuyết rất trừu tượng,[0. 0. 1.]
các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước bắt đầu thực hiện chia nhóm làm đồ án,[1. 0. 0.]
dạy dễ hiểu dễ tiếp thu tập trung vài kiến thức trọng tâm,[0. 0. 1.]
dạy chưa được kỹ lắm điểm nên thoáng hơn,[1. 0. 0.]
chưa chuẩn bị kỹ bài giảng có thể trả lời các thắc mắc trên lớp,[1. 0. 0.]
khá tận tâm,[0. 0. 1.]
cần cải cách nội dung các bài thực hành số kiến nội dung trong bài thực hành trở nên lỗi thời,[1. 0. 0.]
có khả năng truyền đạt kiến thức tốt,[0. 0. 1.]
làm nhiều bài tập,[1. 0. 0.]
nghiên cứu khoa học,[0. 1. 0.]
dạy rất tận tâm nhiệt tình,[0. 0. 1.]
hướng dẫn đồ án hệ thống thông tin cần có thêm vài buổi gặp mặt đưa ra lịch cố định trên trường thắc mắc có thể lên hỏi trực tiếp,[1. 0. 0.]
chỉ thông báo trên lớp khó tránh sai sót,[1. 0. 0.]
viết ở góc bảng gần chổ bụt giảng khiến nhiều khó quan sát được ạ,[1. 0. 0.]
đề nghị lắp thêm quạt,[1. 0. 0.]
dạy kỹ,[0. 0. 1.]
bài tập cần đa dạng hơn,[1. 0. 0.]
nói rất nhỏ,[1. 0. 0.]
có lúc làm bài sai nói làm hơi tự ái,[1. 0. 0.]
không sửa các bài tập thực hành,[1. 0. 0.]
chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành,[1. 0. 0.]
làm bài tập nhiều mặc không hiểu lắm,[1. 0. 0.]
thi thoảng nghỉ học không thông báo trên,[1. 0. 0.]
dạy dễ hiểu tiết học dễ hiểu sôi nổi,[0. 0. 1.]
giảng dạy nhiệt tình truyền cảm,[0. 0. 1.]
giảng dạy rất chi tiết dễ hiểu dễ tiếp thu,[0. 0. 1.]
truyền đạt những kiến thức tốt,[0. 0. 1.]
vui tính,[0. 0. 1.]
có chỉ hướng dẫn bằng lý thuyết không làm bài tập mẫu,[1. 0. 0.]
chưa có nhiều kênh bài tập,[1. 0. 0.]
nào khá có thể áp dụng công thức vào bài tập cả lớp chưa đến còn thực sự hiểu môn học rất ít người hiểu,[1. 0. 0.]
dạy hơi nhanh,[1. 0. 0.]
ít hướng dẫn trong giờ thực hành,[1. 0. 0.]
không thực hành được buổi nào,[1. 0. 0.]
dạy phần lý thuyết hay nắm bắt được khả năng,[0. 0. 1.]
ví dụ đề tài các nguyên lý cơ bản bao gồm nguyên tắc,[0. 1. 0.]
nhiệt tình dạy dễ hiểu tận tình,[0. 0. 1.]
tân tâm nhiệt tình trong lớp lẫn bên ngoài,[0. 0. 1.]
giảng dạy tận tâm nhiệt tình,[0. 0. 1.]
vui tính giảng bài dễ hiểu nhiệt tình,[0. 0. 1.]
dạy nhiệt tình,[0. 0. 1.]
dạy dễ hiểu gần gũi,[0. 0. 1.]
dạy rất nhiệt tình tài liệu rất cụ thể dễ hiểu hướng dẫn rất tận tình,[0. 0. 1.]
mong cố gắng trong các học kỳ sau,[1. 0. 0.]
cần đưa ra nhiều ví dụ minh họa hơn,[1. 0. 0.]
hòa đồng vui vẻ chỉ giảng tận tình ham học hỏi,[0. 0. 1.]
không dạy tiết thực hành nào,[1. 0. 0.]
không,[0. 1. 0.]
nên có sự thống nhất giữa các bộ môn trong đề cương giảng dạy,[1. 0. 0.]
có những phần kiến thức chỉ nửa lớp được học nghĩ cả lớp học nên chỉ overview những còn khó nắm được,[1. 0. 0.]
máy tính cập nhật nhanh hơn,[1. 0. 0.]
vui hòa đồng nhiệt tình,[0. 0. 1.]
có giúp đỡ học tập nghiên cứu,[0. 0. 1.]
tận tâm nhiệt tình ham học hỏi,[0. 0. 1.]
nhiên nên cân nhắc về số lượng yêu cầu không bị khớp quá nhiều dẫn đến làm qua loa có kết quả không tốt,[1. 0. 0.]
rất tận tâm rất ổn rất thích cách dạy học mặc hơi nhanh tí,[0. 0. 1.]
mong nhà trường xem xét những điều vừa nói,[1. 0. 0.]
tận tâm nhiệt tình tạo động lực,[0. 0. 1.]
tận tình dạy kỹ thường đưa ra câu hỏi xem xét mức độ hiểu biết,[0. 0. 1.]
cần tăng cương trao đổi giữa,[1. 0. 0.]
nói chung nghe không bao giờ nghe rõ được,[1. 0. 0.]
cách truyền đạt chưa có sức hút nhiều lắm,[1. 0. 0.]
thân thiện dễ gần thực hành nhiều,[0. 0. 1.]
chưa tiếp thu trọn vẹn,[1. 0. 0.]
cần cải tiến thiết thực hành,[1. 0. 0.]
giảng kỹ hơn,[1. 0. 0.]
còn hơi kéo thời gian,[1. 0. 0.]
có nhiều bài tập về nhà cơ bản lẫn nâng cao sửa bài đủ,[0. 0. 1.]
rất hiền kiên trì giảng dạy lớp mặc môn học này không được hứng thú lắm,[1. 0. 0.]
đôi lúc giảng bài hơi nhanh,[1. 0. 0.]
có số buổi không đi dạy,[1. 0. 0.]
nhiệt tình dạy dễ hiểu,[0. 0. 1.]
có kiến thức nền tảng này có thể học thêm bất kỳ công nghệ cụ thể nào dễ dàng cũng tiếp thu thay đổi công nghệ mới nhanh chóng,[0. 0. 1.]
cấu trúc đề cương chưa rõ ràng lý thuyết chưa được trình bày rõ trong các buổi học,[1. 0. 0.]
tài liệu hỗ trợ toàn tiếng anh rất khó học,[1. 0. 0.]
chưa nhận được gì từ môn học này,[1. 0. 0.]
không hề giảng dạy chỉ đưa đề cương thôi,[1. 0. 0.]
bài tập mỗi tuần đều có đầy đủ,[0. 0. 1.]
xin cảm ơn,[0. 0. 1.]
cần phải biết được học môn này có tác dụng gì làm được gì học xong,[1. 0. 0.]
đề nghị tăng thời gian thực hành,[1. 0. 0.]
không được làm những chuyện riêng trong lúc dạy thực hành,[1. 0. 0.]
hỗ trợ thêm tài liệu không phải tài liệu,[1. 0. 0.]
rất vui nhiệt tình,[0. 0. 1.]
giáo viện nhiệt tình tận tâm,[0. 0. 1.]
kiến thức được trình bày rõ ràng dễ hiểu,[0. 0. 1.]
cần thêm nhiều kit thực hành,[1. 0. 0.]
dạy khó hiểu quá nhanh,[1. 0. 0.]
luôn gần gũi tham khảo ý kiến thống nhất cũng,[0. 0. 1.]
sắp xếp lịch học bù chưa hợp lý,[1. 0. 0.]
nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ các năm nhất nhằm giúp nắm biết được nên học gì có nên chuyển đổi ngành hay không,[1. 0. 0.]
thời gian thực hành cần nhiều hơn,[1. 0. 0.]
rất nhiệt tình trong giảng dạy,[0. 0. 1.]
tài liệu chuẩn bị chưa tốt,[1. 0. 0.]
hay đòi hỏi những điều hơi quá cao,[1. 0. 0.]
giảng hướng dẫn nhiệt tình,[0. 0. 1.]
gặp khó khắn khổ giấy nhỏ mô hình lớn phức tạp,[1. 0. 0.]
giảng quá nhiều không đánh vào trọng tâm,[1. 0. 0.]
không muốn nói gì mong xem cách đánh giá công bằng hơn cái không biết không phải chỉ ở cúp tiết còn ở cách giảng dạy truyền đạt ở ví dụ rất dễ hiểu tận tâm,[1. 0. 0.]
có nhiều hình thức giảng dạy hay,[0. 0. 1.]
hơi khó,[1. 0. 0.]
đi trễ,[1. 0. 0.]
giảng tốt,[0. 0. 1.]
nói mở rộng nhiều vấn đề về môn học,[0. 0. 1.]
cần tăng cường nội dung nghe nói giao tiếp tốt hơn bằng tiếng anh,[1. 0. 0.]
tạo điều kiện làm nhiều bài tập,[1. 0. 0.]
hỗ trợ thêm về các thiết bị dạy học,[1. 0. 0.]
ít giải bài tập trên lớp,[1. 0. 0.]
chia sẻ,[0. 1. 0.]
bám sát nội dung chính,[0. 0. 1.]
cần thêm các đoạn các giải thuật bổ sung các phương pháp giải quyết các bài toán liệt kê,[1. 0. 0.]
thông tin đầy đủ về bài tập các nguồn tham khảo,[0. 0. 1.]
tận tâm nhiệt tình phương pháp dạy dễ hiểu,[0. 0. 1.]
giảng rất dễ hiểu thú vị thu hút,[0. 0. 1.]
hướng dẫn chi tiết về cách thực hành,[0. 0. 1.]
chỉ đồ án giải đáp các yêu cầu đồ án không cung cấp tài liệu hay hướng dẫn cơ bản tự tìm hiểu lý do hệ tài năng nên cần tự xoay sở,[1. 0. 0.]
môn học toàn kiến thức mới mẻ nên giảng chi tiết hơn,[1. 0. 0.]
đến cuối kỳ chỉ cần mắc sai sót nhỏ rớt môn,[1. 0. 0.]
cần thay đổi cách dạy nội dung học phần thực hành các bài thực hành hiện tại môn mạng máy tính chưa đảm bảo hiệu quả,[1. 0. 0.]
dạy hay tận tình góp ý từng bài,[0. 0. 1.]
cơ sở vật chất phỏng máy không đủ phích cắm dụng cụ thực hành số lượng máy còn tiềm ẩn nhiều,[1. 0. 0.]
trên lớp lý thuyết yêu cầu phải thực hiện đồ án theo những gì hướng dẫn những nhóm bổ sung thêm những liên hệ thực tiễn đều bị sai không phù hợp đồ án,[1. 0. 0.]
giảng bài hay hiệu quả,[0. 0. 1.]
nhiệt tình vui vẻ,[0. 0. 1.]
phòng học nên có rèm che sáng chiếu tài liệu được nhìn rõ hơn,[1. 0. 0.]
chương trình dạy lý thuyết thực hành nên khớp nhau hơn tránh tình trạng thực hành trước học lý thuyết,[1. 0. 0.]
giảng dạy nhiệt tình dễ hiểu,[0. 0. 1.]
mong ngày càng chấn chỉnh việc dạy học các khóa sau được hiểu tốt hơn,[1. 0. 0.]
dạy rất có tâm giảng rất nhiều thứ,[0. 0. 1.]
nội dung khảo sat quá dài nhiều mục lặp đi lặp nhiều khảo sát không cần đọc toàn tích chàn,[1. 0. 0.]
dạy tốt rất nhiệt tình chỉ dạy hoc sinh,[0. 0. 1.]
nhiệt tình tân tâm,[0. 0. 1.]
học mới thấy kiến thức dạy rất hay bám sát thực tế dạy rất nhiệt tình vui vẻ khác mọi người nói,[0. 0. 1.]
bài tập rất hay,[0. 0. 1.]
cần nhiều dạng bài tập sát đề thi hơn,[1. 0. 0.]
giảng hay nên tự tin hơn nói to hơn hiểu bài cách rõ ràng hơn,[0. 0. 1.]
mong vui tính gần gũi hơn,[0. 0. 1.]
vui tính hòa đồng nhiệt tình,[0. 0. 1.]
cung cấp kiến thức trọng tâm,[0. 0. 1.]
cố gắng truyền đạt cách tốt nhất được hiểu,[0. 0. 1.]
giọng nhỏ sử dụng micro,[1. 0. 0.]
phương pháp học tập này khá hiệu quả vẫn có chút nào nghi ngờ từ phần thuyết trình liệu các kiến thức có chuẩn xác cập nhật chưa,[0. 1. 0.]
có phong cách giảng dạy nghiêm túc,[0. 0. 1.]
rất vui tính nà không khí lớp lúc nào cũng vui hết dạy rất hay dễ hiểu,[0. 0. 1.]
giảng dạy rất tốt thường xuyên cung cấp thêm nhiều kiến thức,[0. 0. 1.]
luôn nhiệt tình có những chia sẻ rất gần gũi,[0. 0. 1.]
có khả năng truyền đạt tốt,[0. 0. 1.]
thậm chí còn không có bài nào khó bằng các bài trong nội dung lớp chuyên tin ở các trường cấp,[1. 0. 0.]
dạy tận tụy tâm huyết,[0. 0. 1.]
nên có cách dạy mới môn học này được kết quả tốt tất cả mọi người thay rớt rất nhiều người,[1. 0. 0.]
lịch thi thực hành cần được thông báo sớm tới phù hợp thời gian môn học,[1. 0. 0.]
nên giảng kỹ chi tiết từng bài nhiều bài đa số chưa hiểu giảng nhanh chuyển qua bài khác,[1. 0. 0.]
dạy tốt đúng trọng tâm những gì cần biết,[0. 0. 1.]
nhiệt tình lên lớp đúng giờ dạy dễ hiểu,[0. 0. 1.]
buồn ngủ lên lớp vẫn ngủ ngủ ở trên lớp đau lưng tê chân lắm,[1. 0. 0.]
cơ học môn này hiểu love,[0. 0. 1.]
thiếu kinh nghiệm truyền đạt,[1. 0. 0.]
bài giảng thú vị,[0. 0. 1.]
nghĩ nội dung thực hành nên gần đồ án hơn,[1. 0. 0.]
nhiệt huyết giảng bao quát đề cập đến nhiều khía cạnh bài học vấn đề,[0. 0. 1.]
giảng bài kỹ,[0. 0. 1.]
hệ thống đồ án chấm điểm theo mức độ hoàn thành tạo sự ganh đua không hề nhẹ những nhóm làm chung đồ án kích thích sáng tạo không ngừng tìm hiểu xây dựng thêm chức năng mới đồ án muốn được điểm cao,[0. 0. 1.]
nhiệt tình tâm huyết,[0. 0. 1.]
ít chú trọng phần ngữ pháp,[1. 0. 0.]
còn chưa tận tâm phong cách giảng dạy chưa thu hút được,[1. 0. 0.]
giảng rất dễ hiểu hướng dẫn làm thực hành tốt,[0. 0. 1.]
dạy rất nhiệt tình dạy luôn đi tới từng hướng dẫn,[0. 0. 1.]
nhiệt tình trong giảng dạy chấm điểm,[0. 0. 1.]
cách truyền đạt kiến thức rất hiệu quả trao đổi bài rất nhiệt tình,[0. 0. 1.]
giảng dạy hay dễ hiểu tận tình,[0. 0. 1.]
kiến thức rộng kinh nghiệm thực tế nhiều truyền cảm hứng,[0. 0. 1.]
cách dạy sáng tạo,[0. 0. 1.]
giảng bài dễ tiếp thu,[0. 0. 1.]
rất hài lòng,[0. 0. 1.]
dạy dễ hiểu sinh động,[0. 0. 1.]
chưa nắm bắt được thực trạng học,[1. 0. 0.]
ảnh hưởng đến tiến độ học tập quỹ thời gian do học bù,[1. 0. 0.]
giảng bài dễ hiểu,[0. 0. 1.]
điều hài lòng nhất đi rất đúng giờ không dạy quá nhanh,[0. 0. 1.]
nên có tài liệu thống nhất tất cả các lớp học kỳ học,[1. 0. 0.]
nghĩ cần có các bài tập lớn nâng cao khả năng lập trình các,[1. 0. 0.]
rất nhiệt tình,[0. 0. 1.]
có phương pháp giảng dạy hay cập nhật phù hợp,[0. 0. 1.]
giảng dạy tốt có tâm,[0. 0. 1.]
dạy lý thuyết hơi nhiều,[1. 0. 0.]
chấm bài quy chụp theo kết quả,[0. 1. 0.]
thời lượng môn học quá dài cảm thấy mệt mỏi,[1. 0. 0.]
vui tính dễ tương tác,[0. 0. 1.]
nhiệt tình hay giúp đỡ không biết nhiều bài tập,[0. 0. 1.]
điểm phần nào còn theo cảm tính chưa được công bằng,[1. 0. 0.]
giảng dạy rất nhiệt tình,[0. 0. 1.]
nhiệt tình bài giảng phong phú đa dạng,[0. 0. 1.]
không có gì đặc biệt,[0. 1. 0.]
mỗi tháng chỉ gặp lần rất khó việc học hỏi hướng dẫn từ,[1. 0. 0.]
nên chuẩn bị riêng tài liệu giảng dạy không nên lấy tài liệu người khác đến sơ sót lấy cái lý do không tài liệu cái này cũng không rõ nữa,[1. 0. 0.]
làm các bài tập tại lớp trong chưa biết gì về vấn đề,[1. 0. 0.]
đôi đi quá sâu vào vấn đề bên lề,[1. 0. 0.]
dạy tận tâm nhiệt tình dễ hiểu,[0. 0. 1.]
thật nhiệt tình,[0. 0. 1.]
phòng thực hành tốt,[0. 0. 1.]
nói chuyện lan man không liên quan đến môn học quá nhiều,[1. 0. 0.]
rất tận tâm,[0. 0. 1.]
phân bổ hợp lý thời gian học nên xem nhiều video hơn nghe,[1. 0. 0.]
bận nhiều nên cũng nghỉ nhiều hi vọng có thể sắp xếp thời gian,[1. 0. 0.]
sử dụng giờ trên lớp hiệu quả,[0. 0. 1.]
tận tình dạy truyền đạt tốt,[0. 0. 1.]
dạy tốt nhiệt tình,[0. 0. 1.]
tạo cảm hứng học tập,[0. 0. 1.]
chán,[1. 0. 0.]
nhiệt tình tận tâm giúp đỡ,[0. 0. 1.]
dạy quá chậm quá cặn kẽ,[1. 0. 0.]
ít bài tập về nhà,[1. 0. 0.]
đôi nói hơi khó hiểu,[1. 0. 0.]
tận tâm nhiệt tình hỗ trợ giải đáp thắc mắc môn học,[0. 0. 1.]
nên đi sâu vào vấn đề giúp hiểu tốt môn học nên có những ứng dụng cụ thể môn học đem,[1. 0. 0.]
làm bài tập,[0. 1. 0.]
cứ ngỡ được điểm chắc chắn,[1. 0. 0.]
yêu cầu quá cao có thể tiếp thu mọi kỹ năng cần truyền đạt vào đồ án,[1. 0. 0.]
thêm phòng thiết bị thực hành,[1. 0. 0.]
dễ hiểu đầy đủ,[0. 0. 1.]
điểm,[0. 1. 0.]
