text,label
có lòng nhiệt thành nhưng theo khả năng truyền đạt không được tốt dẫn đến không hiểu có lòng nhưng không thể tiếp thu được nên mong sao có thể truyền đạt một cách dễ hiểu nhất có thể áp dụng làm bài tập ngay trong giờ lý thuyết dễ hiểu hơn,0
nên chú trọng hơn về giao tiếp tiếng anh,0
theo nghĩ đã làm đồ án môn học không nên thi cuối kỳ thi cuối kỳ nên bỏ đồ án môn học,0
dạy hay nhiệt tình,2
hình thức thực hiện chưa chuyên nghiệp máy móc,0
nhiệt tình vui vẻ giờ học vui,2
giảng bài hay hiệu quả,2
nhiệt tình trong giờ lên lớp cũng kiểm tra email,2
đề thi quá khó so bài tập trên lớp,0
bài tập deadline quá nhiều thời gian quá ngắn,0
sử dụng tài liệu máy chiếu,0
giảng bài giải bài còn quá nhanh,0
cung cấp kiến thức đầy đủ,2
dạy buồn ngủ khó hiểu,0
cung cấp đủ bài tập đến lớp cũng làm ở nhà,2
rất nhiệt tình quan tâm tới kiến thức,2
dạy hơi chậm,0
dạy dễ hiểu tận tâm,2
tài liệu môn học hoặc các tài liệu cần rõ ràng hơn nữa nhiều phần rất khó hiểu nhưng rất ít kiến thức về nó làm không thể hiểu được bản chất bài,0
tận tâm chu đáo luôn theo sát giúp đạt kết quả tốt trong môn học,2
sự nhiệt tình vui tính,2
thường xuyên dạy lố giờ,0
nâng cao chất lượng cơ sở vật chất,0
cần giảng kỹ hơn hiểu bài có kết hợp nhiều ví dụ minh họa thực tế,0
truyền đạt kiến thức mập mờ,0
sắp xếp lịch ở nhiều tiết không phù hợp tiết khiến rất nhiều không tham gia được,0
dạy cứng nhắc nhanh,0
môn học chỉ có tiết nên kiến thức vẫn chưa truyền đạt hết thời gian phân bố môn học chưa hợp lý lắm sáng học tiết chiều học tiết,0
nên thêm nhiều phần đọc,0
nợ môn này nhưng học ở các học kỳ kế tiếp,1
xin chân thành cảm ơn xin lỗi máy không dùng được,2
không thích,0
tạo nhiều bài tập câu hỏi mỗi thành viên trong lớp đều có thể tương tác,2
bài tập hay,2
học anh văn không nên quá theo một khuôn mẫu,0
nói to chậm rãi dễ hiểu truyền đạt nhiều kiến thức quan trọng có tính thực tế,2
chưa thấy được sự cần thiết thực sự môn học ngành nghề cũng cuộc sống sau này,0
do ra trường các công ty chủ yếu đánh mạnh phần thực hành vận dụng,1
nên quan tâm nhiều hơn đến mức hiểu bài qua mỗi giờ học bằng cách hỏi những câu hỏi liên quan ở cuối giờ qua cộng điểm tạo thêm sự yêu thích môn học,0
phải nghe những thứ chưa được thấy thật khó tiếp thu,0
dạy lý thuyết suông quá ạ,0
thường nghỉ không lý do cả lớp lên ngồi đợi rất lâu có người lên thay báo nghỉ hoặc thường xuyên đi trễ trên phút lý do kẹt xe,0
dạy nhiệt tình kiến thức sâu rộng liên hệ thực tiễn cụ thể,2
do cửa sổ không có rèm cửa nên học bằng máy chiếu không có hiệu quả cao hơi mờ khó khăn trong việc nhìn,0
cùng một kiến thức nhưng cách truyền đạt dễ hiểu hơn phù hợp đại đa số tất nhiên hữu dụng các môn khác chứ không hề lan man thiếu trọng tâm các toán khác,2
phòng thực hành máy bị treo bị hư hoài dây mạng cắm lúc nhận lúc không,0
dạy khá chắc chắn,2
seminar lung tung không rõ ràng,0
có nắm được lý thuyết môn học,1
mở máy lạnh lạnh quá ạ mong bật máy lạnh vừa phải thôi,0
môn học giúp nắm rõ các phương pháp kỹ năng cần thiết tổ chức cơ sở dữ liệu sử dụng nó một cách hiệu quả ở mức cơ bản dữ liệu không lớn,2
thường chia sẻ rất nhiều bài viết nghiên cứu khoa học các sản phẩm ứng dụng thực hiện,2
tích cực lên lớp không nghỉ buổi nào,2
hết sức tích cực trong việc dạy,2
chỉ có vấn đề dạy hơi nhanh,0
bài thực hành khó nhiều,0
rất ít thấy đến phòng thực hành,0
cảm thấy có lộ trình áp dụng phương pháp này một cách cụ thể nên áp dụng còn không cứ theo phương pháp truyền thống đi ạ,0
dạy giải bài tập nhiều cả lớp có những buổi ôn tập ngoài giờ động viên nhắn những hay vắng cố gắng đi học đầy đủ smile,2
hướng dẫn rất nhiệt tình chi tiết,2
dạy nhanh dẫn đến nhiều lúc khó hiểu,0
mời bản xứ tham gia giảng dạy có thêm cơ hội phát triển các kỹ năng cơ bản trong anh văn,0
dạy tận tâm nhiệt tình vui tính,2
nên biên soạn một tài liệu chính trường ta,0
phòng máy không đáp ứng được yêu cầu,0
vui tính giảng dạy rất nhiệt tình,2
rất cảm ơn,2
nói khó nghe nên đôi lúc không nghe được đang nói gì,0
dạy chậm giúp dễ hiêu nhiên nhiều bài khó khiến dễ chán,0
giảng nhanh cách truyền đạt hơi khó hiểu đưa ra khá ít ví dụ có thể hiểu bài rõ hơn,0
vui vẻ nhiệt tình tận tụy,2
môn học không mang tính ứng dụng thực tế kiến thức quá chung chung,0
nhiệt tình tận tâm luôn tận dụng tối đa giờ học trên lớp kiến thức truyền đạt tốt vui vẻ hòa đồng,2
nhiệt tình vui tính dễ hiểu,2
giảng bài hay hài hước,2
bài thực hành khó so những kiến thức đã học ở lý thuyết,0
nhiều lúc muốn học đọc tài liệu khó hiểu lên mạng kiếm không thấy,0
có lấy nhiều ví dụ liên hệ thực tiễn,2
sử dụng giờ lên lớp không hiệu quả do không tập trung dạy bài kỹ lưỡng khả năng truyền đạt không tốt,0
nên bổ xung nhiều bài tập hơn,0
cải thiện thiết bị lớp học máy chiếu ổ điện quạt,0
cần chú trọng hiệu quả môn học đảm bảo có thể giao tiếp được,0
dễ gần phương pháp dạy dể tiếp thu,2
hầu không có điều không hài lòng,1
tích cực chủ động giải những ví dụ rất nhiều dễ hiểu,2
dạy tận tâm nhiệt tình nói tiếng anh hay dễ hiểu thỉnh thoảng còn giảng song ngữ nắm rõ hơn bài tập thực tế dễ hiểu,2
dạy không tạo được sự hứng thú,0
dạy rất nhiệt tình được làm bài tập ở lớp nhiều sửa chỉ dẫn tận tình tạo không khí học tập thoải mái,2
truyền đạt dễ hiểu dễ nhớ,2
hạn chế sử dụng tiếng việt,0
trường rất may mắn có một người vầy,2
rất tận tâm,2
nghỉ giờ lên lớp quá nhiều,0
tận tình giảng dạy tốt,2
cung cấp nhiều bài tập tham khảo,2
khiến bị thụ động,0
bài tập đưa ra nhiều khó tìm hiểu kiến thực hiện tại khó có thể tìm hiểu làm tốt bài tập ra,0
lý thuyết quá nhiều làm nhiễu thông tin,0
nguồn tài liệu tự học không nhiều,0
nhà trường nên cập nhật thêm nhiều thông tin kiến thức mới vào đề cương giảng dạy,0
nhiều điều dạy hơi nhanh nên làm thêm nhiều bài tập nữa,0
dạy hay tận tâm,2
rất nhiệt huyết trong việc giảng dạy,2
nhiệt tình tận tâm công việc tài liệu dễ hiểu,2
kiến thức,1
dạy hơi chậm chút,0
nhiệt tình tư tưởng thoải mái,2
nên bài tập làm thêm,0
nhiệt tình dạy dễ hiểu quan tâm đến,2
lên lớp đầy đủ giảng dạy nhiệt tình,2
cung cấp tài liệu trước có tư liệu tìm hiểu trước ở nhà,2
rất vui tính giảng bài tận tình,2
phần này khó nên giảng nhiều hơn,0
có tâm huyết nghề,2
chỉ đến hỗ trợ cần giúp,0
tính thực tiễn môn học,1
tăng thời gian nghe tiếng anh,0
theo chủ quan cá nhân người truyền đạt kiến thức tốt nhất từ trước tới giờ so những từng biết,2
cung cấp thêm thiết bị phục vụ nhu cầu môn học,0
chỉ dẫn tận tình,2
giảng dạy quá nhanh,0
phòng lab bị máy cấu hình không đủ chạy máy ảo,0
truyền đạt chính xác những kiến thức cần thiết môn học,2
tận tâm giảng bài giảng dễ hiểu đúng chương trình học,2
nhiệt tình,2
dạy rất chất chưa thấy nào dạy hay hơn,2
giờ lên lớp đều đặn tích cực giải đáp thắc mắc,2
thường xuyên nghỉ học,0
nhìn chung dạy tốt,2
rất dễ thương,2
cách diễn đạt đôi lúc còn khó hiểu,0
chu đáo tỉ mỉ,2
rất nhiệt tình truyền đạt tốt,2
giảng dạy tích cực vui vẻ,2
cần có một bộ tài liệu cụ thể cải thiện chất lượng lớp thực hành,0
giảng hay giúp tiếp thu kiến thức hiệu quả,2
qua dạy làm thiếu thời gian nhưng hầu dậy rất kỹ,2
tận tâm nhiệt tình bài giảng khá kỹ,2
nên thêm nhiều bài tập thực hành trên lớp cũng bài tập ôn tập thi các kỳ,0
dạy tốt rất nhiệt tình chỉ dạy hoc sinh,2
hình dung chưa,1
bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học không tốn thời gian đọc đề cũng có thể suy nghĩ cách giải cùng lúc việc nghe giảng,0
hình thức điểm danh,0
thích,2
nâng cấp thiết bị phòng học máy chiếu quạt,0
dạy nhiệt tình giải đáp thắc mắc một cách tận tình,2
bài tập khắt khe,1
những ví dụ thực tế rất sống động,2
ân cần giải đáp thắc mắc,2
cần xem xét đặt ra những yêu cầu về chấm chéo đồ án các nhóm cũng trong lớp quá nhiều yêu cầu nhiều việc phải làm trong thời gian ngắn dẫn đến sự chuẩn bị không tốt từ các nhóm,0
truyền đạt kiến thức rất tốt tạo hứng thú,2
dạy rất kỹ rất nhiệt tình thêm giờ hoàn thành xong bài giảng hỏi han nói chung rất tuyệt,2
nào khá có thể áp dụng công thức vào bài tập cả lớp chưa đến còn thực sự hiểu môn học rất ít người hiểu,0
chúc vui sống khỏe,2
cần nhiều bài tập làm ở nhà,0
chưa thể hình dung tiếp thu hết được tất cả nội dung,0
dạy học rất tâm huyết,2
giảng giải bài quá nhanh,0
nhiệt tình giúp đỡ rất nhiều,2
phòng quá nóng chói làm máy chiếu bị mờ,0
tổ chức tham quan doanh nghiệp,2
nhiệt tình chu đáo,2
hơi khô khan trong việc giảng dạy,0
nghĩ nên up tài liệu trước mỗi buổi học có thể xem bài trước ở nhà thay up tài liệu sau mỗi buổi học ạ,0
dạy có tâm,2
nên sử dụng microphone giảng bài,0
dạy rất kỹ rất chi tiết,2
dạy sát chương trình,2
tận tình giảng dạy,2
chắc gì những gì nói đã đúng,0
đầu tư thêm nhiều thiết bị,0
môn học rất hay bổ ích,2
dạy rất hay có kiến thức sâu rộng,2
dạy rất có tâm chấm điểm rất chính xác,2
thưa luôn đưa ra những bài tập mang tính thực tiễn rất cao giúp những bài giảng vốn mang tính lý thuyết dài dòng không nhàm chán,2
cung cấp thêm tài liệu môn học sử dụng hợp lý giờ giảng trên lớp,0
lớp ồn ào,0
có năng lực tốt kiến thức thực hành xuất sắc nhiệt tình giải đáp thắc mắc,2
giảng viên rất thân thiện,2
cũng người đóng học phí,0
dạy dễ hiểu nhiều ví dụ sinh động,2
sau mỗi phần lý thuyết đều bài tập bài học trở nên rất dễ hiểu tạo cơ hội áp dụng những kiến thức vừa được học,2
dạy nhanh quá ít bài tập về nhà,0
không áp lực học tập,1
chỉ nên làm những bài tập vừa ngắn trong quá trình làm bài tập giúp đỡ những chưa hiểu bài không bỏ ra ngoài,0
nên sắp lịch học phù hợp,0
giảng bài chậm một chút,0
rất hay liên hệ nhưng thứ học được ra thực tế những ứng dụng các linh kiện,2
rất tận tâm vui vẻ,2
học lý thuyết khác hẳn thực hành học nhiều buổi thực hành nhưng chỉ bài thực hành về sân bóng đa số không hiểu đề,0
tận tâm rất nhiệt tình ngoài ra cũng khá hài hước,2
tận tình chỉ dạy,2
dạy quá số giờ quy định,0
am hiểu sâu giảng bài tận tâm,2
trong học kỳ này nó không được cố định nên có thể nhiều khác đã bỏ lỡ bài nộp,0
giảng rất nhiệt tình,2
có lẽ thế đồ án lớn bài tập theo tuần nữa nên khá căng thẳng còn phải làm đồ án các môn khác nữa,0
bài giảng dài không quá hứng thú học,0
phong thái,1
nhiều hỏi phải coi cái đề coi xong còn nói chắc cái này cứ thử đi,0
ngoài ra môn này đánh giá đồ án cuối kỳ chỉ nên đánh giá vào cách trình bày tài liệu báo cáo cách báo cáo cách thuyết trình,0
chắc không có gì không hài lòng về,1
giải tích,1
chuyện lớp ồn cũng tìm cách nói tránh mất lòng,2
tài liệu còn hơi khô khan cách giải thích còn chưa thuyết phục dễ hiểu,0
nhưng ra đề rất khó,0
nên hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm,0
các máy trong phòng máy đã hết hạn,0
quá cứng nhắc trong quá trình điểm,0
truyền đạt kiến thức rất hiệu quả,2
nguyên tắc phương pháp giảng dạy tốt,2
nhiệt tình quan tâm đên hơn,0
chúc có một học kỳ khác thành công hơn môn học hiện tại,2
không có tài liệu,0
dễ gần tận tình,2
lập trình nói riêng tất cả các môn liên quan đến lập trình nói chung theo nên được cập nhật tài liệu thường xuyên đặc biệt các phần mềm trong các phòng lab tránh tình trạng các tài liệu phần mềm hỗ trợ học tập lỗi thời gây khó khăn việc giảng dạy học tập,0
té cũng đau,0
dạy rất hay rất nhiệt tình,2
giao bài tập quá nhiều,0
sử dụng thiết bị hiệu quả quá trình học tập,2
môn học cần phân chia hợp lý giữa các phần phần nào khó cần nhiều thời gian học nó phần nào đã học chỉ ra những điểm đặc biệt cũng thời gian học phần rút ngắn các phần chưa học khác có thời gian nhiều hơn,0
dạy rất thuyết phục dễ hiểu,2
rất thiếu nhiệt tình,2
cung cấp tài liệu đầy đủ phiên bản có thể xem được trên máy tính hoặc doc,2
giọng nói hơi khó nghe nhưng dần dần quen mọi việc điều tốt,1
mong giờ lên lớp có những niềm vui hơn,0
mang tính chê trách về chuyên môn làm tâm lý đi xuống không có hứng thú trong học tập,0
không đến lớp làm đi học phải tự đi về,0
dạy rất tốt cứ tiếp tục phát huy ạ,2
nên trình bày mẫu các bài giải nhiều hơn,0
kiến thức truyền đạt còn ít thời gian lên lớp thường trễ,0
dạy tâm huyết,2
đánh giá công bằng khách quan đúng giờ giấc có giờ giải lao,2
dạy kỹ vui tính quan tâm,2
tận tình giảng dạy hay chất lượng,2
nghỉ học mong báo sớm mong giải hoặc hướng cách làm một bài tập cũ hoặc mới một cách cụ thể hơn,0
nhiệt tình giảng dạy từ từ dễ hiểu,2
nhóm seminar nhiều lần lớp không thể tiếp thu từ buổi seminar hiệu quả dạy,0
kiến thức rất rộng,2
nhiệt tình đưa nhiều ví dụ,2
kiến thức giảng dạy môn tiếng anh hầu không giúp ích nhiều trong việc tìm hiểu các tài liệu chuyên ngành,0
dạy chỉ bài nhiệt tình hiền giảng hay,2
mỗi bài học mỗi buổi học đều liên hệ thực tế các cách thức các công ty bên ngoài thường làm,2
nhiệt tình tận tâm giảng dạy tốt,2
tận tâm nhiệt tình giúp đỡ trong quá trình học tập,2
nói rõ,2
phòng máy cần cung cấp thêm thiết bị các máy tính có vẻ cũng lâu cũ,0
không thật sự dạy,0
thời gian học không bảo đảm không có dụng cụ học tập đầy đủ học cưỡi ngựa xem hoa chưa thể hiện được tinh thần võ đạo,0
số buổi học trên thời khóa biểu buổi nhưng chỉ thực hành có buổi buổi nghỉ liên tiếp không có thời gian thực hành nhiều,0
dạy ở giảng đường không ngồi trên khó thấy bảng smile,0
đúng giờ phương pháp tốt,2
bài tập đa dạng phong phú,2
môn thực hành dạy trước lý thuyết làm không theo kịp,0
bài mẫu thực hành nên cụ thể hơn bài mẫu hiện tại khó áp dụng vào đồ án nó chỉ lướt qua tổng quan các,0
vui tính giảng rất thuyết phục,2
có nhiều môn học nên khó chỉ đầu tư quá nhiều một môn,0
cải thiện thiết bị phòng học quạt máy chiếu,0
mong trường xem phương pháp dạy,0
sao không điểm cộng mấy lên bảng làm bài tập nhiều bài tập quá một bài nửa điểm cũng được có hứng lên bảng làm bài tập hơn lớp học sôi động hơn,0
môn học cần tổng hợp các kiến thức vào đầu năm có thể nắm bắt theo dõi không may nghỉ học một buổi lý do chính đáng,0
truyền đạt tốt liên hệ nhiều kiến thức bên ngoài,2
lịch thi thực hành cần được thông báo sớm tới phù hợp thời gian môn học,0
tận tâm nhiệt tình hòa đồng,2
học một đàn ra thi một nẻo thi đúng nội dung môn học,0
máy chiếu mờ,0
nhiệt tình giảng bài dễ hiểu,2
máy chiếu rất mờ,0
ra bài tập nhiều nâng cao năng lực thực hành,2
có chuyên môn cao,2
cần lên lớp đúng giờ giảng dạy đúng thời gian môn học,0
cung cấp các tài liệu ít,0
nhiệt tình giảng dạy chú tâm đến tâm lý,2
dạy đường lối cứ ngỡ đang trở về thời cách kể chuyện lịch sử qua tuyệt vời có thể nói tất cả các môn nào cũng có dạy chắc lên trình nhiều lắm ạ,2
giảng hay rất nhiệt tình thân thiện,2
giảng dạy nhiệt tình đúng giờ,2
nội dung môn học có phần thiếu trọng tâm hầu chung chung khái quát khiến rất khó nắm được nội dung môn học,0
dạy được vui vẻ,2
đôi lúc nhìn hơi bị bí hiểm cảm thấy sợ điều này,0
học không hiểu,0
bài tập về nhà có hình thức ghi tên chép phạt không làm,0
truyền đạt không hay,0
đôi lúc dạy hơi khó hiểu,0
truyền đạt kiến thức dễ hiểu dễ áp dụng vui vẻ hài hước,2
người quan tâm tới nhiều nhất từng biết giảng dạy tận tình từng chút một dễ hiểu lắng nghe tài liệu cập nhật đầy đủ ngay sau buổi học nhờ tư duy kém nhưng vẫn theo kịp chứ không nản bỏ bê ngủ mấy môn khác,2
nhiệt tình vui tính,2
dạy dễ hiểu cách truyền đạt rất hay rất nhiệt tình những thắc mắc,2
phân bố thời gian khoảng tiết,1
làm các bài tập mạch điện đơn giản thế hứng thú hơn,0
dạy kỹ hơn xíu,0
tận tình dễ hiểu,2
lớp học thụ động chưa biết cách tạo sự sôi nổi có hứng học,0
giảng hay dễ hiểu bài tập về nhà vừa sức,2
sắp xếp thời gian học phù hợp hơn cả,0
rất tận tâm nhưng không có kỹ năng giảng dạy,0
dạy hay dễ hiểu truyền đạt những kiến thức tiết học không nhàm chán,2
đôi giảng nhanh làm chưa kịp tiếp thu,0
