Token,Frequency,TF-IDF
tế,283,0.007715567119036658
nhanh,283,0.009841942959783662
buổi,281,0.006378883744528888
hiệu,279,0.008006849329436952
kỳ,278,0.005829500141835943
đồ,267,0.005324218586279472
pháp,259,0.007195140362127434
đầy,259,0.0080705381475397
thường,258,0.0065481658337234105
gì,257,0.006024120546052489
số,257,0.005886992376546819
thiết,255,0.006192876397946852
mới,254,0.005614377758748892
ít,253,0.007852314684202326
ví,253,0.006653191511069175
dụ,251,0.006617373434708734
lượng,249,0.006476001206240684
cao,247,0.00638511570830691
theo,241,0.0056362062059898245
nghe,241,0.006705966711259563
phương,234,0.006750111690639078
công,227,0.005477750672207263
luôn,226,0.006229654731587143
thông,226,0.004957460466763162
báo,221,0.004866540630650101
thiện,219,0.007878336634265303
đáp,219,0.005684961269467038
cung,217,0.005912543613158554
cảm,216,0.006246863078009609
bảo,214,0.006373263049974772
nhà,212,0.0054837473633998525
trường,210,0.004397837187509014
biết,205,0.004790172355593638
thấy,204,0.0051057391382680764
vấn,202,0.004837251067234744
chất,198,0.005307633454353561
trước,198,0.004656504126444016
huyết,198,0.008867726518669615
tự,195,0.004500492297862777
tiếng,194,0.004809709207916098
hỏi,193,0.004254814563030244
mong,192,0.0048246671931873545
nghỉ,190,0.0057649566633306195
sau,187,0.003827020663223266
sử,184,0.004558758448370742
mắc,184,0.005065491570314399
liên,183,0.004645167692260255
chi,181,0.006307288712231777
từ,178,0.003891915672389654
khả,177,0.005159942350309212
hứng,176,0.005159725138441585
thắc,174,0.004886749518750876
thân,173,0.00707709456449206
đưa,173,0.004389582986443964
cụ,172,0.004802954939969962
khác,172,0.003659447216507018
nào,168,0.0038544684725794484
nhóm,168,0.003965843235034899
gần,168,0.005754520517754222
đảm,166,0.005010172840046528
hài,165,0.005775934704148461
thú,164,0.0048730008364946745
thích,163,0.005290565160534373
cả,161,0.0037633952564789038
nhất,157,0.0037477658216629054
sát,155,0.004831149507493891
anh,155,0.004083676679806519
điều,154,0.003913982836519871
xuyên,152,0.004307443250637824
lúc,151,0.004077506704978942
gây,151,0.0037744963644931
qua,150,0.0033581216983992724
cập,150,0.004055333159328495
hình,150,0.0037536187805462325
hệ,148,0.004045209709018759
người,148,0.003427775447029132
cuối,146,0.0031228275030359847
trọng,145,0.004078067065938102
cơ,145,0.003413708724106716
nắm,143,0.00362643918476981
tiễn,143,0.004252568248665254
nâng,143,0.004293741867191933
đỡ,143,0.005334588843272415
chương,142,0.0037754388187627042
câu,140,0.003081843596936649
đổi,136,0.0036135833419200475
tăng,134,0.004059775268548909
áp,134,0.0037105179542695627
chuyên,134,0.004033626222315529
sâu,134,0.003956622919051748
hoạt,131,0.0037716028807382855
chán,130,0.003997638678611666
đầu,128,0.002892552425082111
ngoài,127,0.003212879917155838
ràng,127,0.003976556298690892
lòng,125,0.00449749291729255
tới,125,0.003585990829048126
bằng,124,0.003219778486677181
nữa,124,0.003668586543276494
nhật,123,0.00355332131650394
thay,122,0.002853785732275121
bản,121,0.002807201160921297
kết,120,0.0029341813075535778
bắt,120,0.0028693474944191406
độ,120,0.0031788397832655173
phù,119,0.003289723094138673
hết,118,0.0035974119752176983
nghĩ,117,0.0029399074611128864
do,117,0.0025528827855769228
cực,116,0.00398933052921824
đồng,115,0.003950198977087531
bổ,113,0.0031505315855129873
mỗi,113,0.002642709579360069
tương,112,0.0035670910714009018
trung,111,0.0029800589708231626
yêu,110,0.002615156332392404
tìm,110,0.0025977624203583328
chiếu,109,0.002903949751569539
tác,109,0.003724226937094491
ngủ,108,0.0033443030160315327
đôi,107,0.003666427420819771
cầu,106,0.002366848024044896
trễ,105,0.003556109511178243
đều,105,0.002838690035000829
thật,104,0.0029590263318209956
lời,104,0.0028740849659066978
sửa,103,0.0032205497484788692
hiện,103,0.002507000448205031
ứng,103,0.0026754994954140262
từng,102,0.002918121667352354
thương,102,0.004522717161197762
tích,101,0.00328536697611598
trợ,100,0.0030490626623983445
thống,100,0.0026562420787143233
cái,100,0.002221044182963158
thoải,100,0.0034952973620415773
chủ,99,0.002760196733339269
buồn,99,0.003178512184568692
giữa,99,0.002419201728744423
mái,99,0.0034814429960429594
chấm,99,0.002541621296918432
ôn,98,0.0030824076425925995
nghiệm,98,0.002856126498009367
gũi,97,0.0040503927246432325
phân,97,0.002415347783308163
vẫn,96,0.002377446794587381
ích,95,0.0029861574699340185
tin,95,0.002372698282481309
tra,94,0.0025775863416131807
kiểm,93,0.0025521289901312243
chuẩn,92,0.0028187368495584918
thiếu,91,0.00296262763377407
lực,90,0.002733256967178815
kịp,89,0.0027346538609106397
hỗ,89,0.002728835754553098
chậm,89,0.0031588202636659204
đọc,88,0.0023244198904957586
nhỏ,88,0.0028210168676483043
kinh,86,0.0026674105054639245
hoặc,85,0.0018289864386145723
chuyện,84,0.00257355078677853
rộng,83,0.0027746887282023773
sinh,83,0.0028764355619787397
hút,83,0.0032764543589785242
hòa,82,0.0034238757737499264
trả,82,0.00233294059929051
vừa,82,0.0020983653480862075
lắm,81,0.003289053174641389
thành,79,0.001987288051698413
tham,79,0.0021465027500420404
định,79,0.001998574497615464
thế,78,0.0018315077913881414
toàn,78,0.002088080934835095
ngữ,78,0.0020205396608114277
đa,78,0.0024061226946327494
cùng,77,0.0019348966386651372
xem,77,0.0021374578133488147
mở,77,0.0024059411608286555
tuần,77,0.0020883557951721283
lịch,77,0.002106905408225194
phát,77,0.0021630691410074346
chú,76,0.0024725531876287877
mọi,76,0.0023063151810603475
lần,75,0.0020577781417082143
chia,75,0.002252255623335913
lập,75,0.0017026845275012034
tại,74,0.002004215169548422
mạng,74,0.001712335358118186
mang,74,0.0020530475424221247
hoàn,73,0.0019012664350893107
cải,72,0.0022326658534265404
bù,72,0.002086134052603899
bày,72,0.002153151913480016
đánh,72,0.0019513738066957212
khóa,71,0.0018326438353583902
giao,70,0.0022420077837770054
chính,70,0.00193251090887313
luyện,68,0.0022170544729259983
dạng,68,0.002351796812777338
muốn,68,0.0017522636599451244
cáo,67,0.0015208255221933857
khăn,67,0.0017197333470900938
giọng,67,0.0024351244552549525
phong,66,0.00232288992379166
chung,66,0.0018876119031438284
ngành,65,0.0016235892087888594
dài,65,0.00208001314565628
ơn,64,0.002951370553952951
khiến,64,0.001666278496562182
khảo,64,0.001776561696763058
sai,64,0.0015964856650061488
viết,64,0.0017251602726027677
giá,63,0.0017564734474641611
nhàm,62,0.0020345836061380664
nhận,62,0.001590506010191909
nhìn,62,0.001754634271448219
gặp,61,0.0018381288450699193
mất,61,0.0016094093202262151
cố,61,0.0018918852834827551
nhau,61,0.0015803209141158356
bộ,61,0.0016139656725369228
đang,61,0.0014165418204058072
thứ,60,0.0016593181209378187
sắp,60,0.0015076281161763296
ngày,60,0.0014323052920528858
yếu,59,0.001625794985988832
mục,59,0.0015824875715237466
ngồi,57,0.0013419851957528605
hiền,57,0.0029650440470953875
khoa,57,0.0014043188515603
bỏ,57,0.0017148927802138048
danh,56,0.0018648443681006201
nhiên,56,0.0015574477746542967
chỗ,55,0.0017440291240616978
xếp,55,0.001385300983929228
xác,55,0.0016560178884831446
dùng,55,0.0015089503507419468
chứ,54,0.001181768804715472
nó,54,0.0013739030812235848
lớn,54,0.0014975772032293899
nghiêm,53,0.0021284855028398096
vài,53,0.0015047071971042427
minh,53,0.0017146948889147702
năm,53,0.001295508720217584
sao,53,0.0013341785940948641
chịu,52,0.0022226269590997195
hạn,52,0.0014069713136369876
nộp,52,0.0013790432541434898
nghị,52,0.0016160142458039786
đặc,52,0.0013382644063239515
lab,52,0.0014828338904355795
so,52,0.0015673785541219067
bên,52,0.001397299689269601
bọn,52,0.001151085816856643
hước,51,0.002252203768532613
cường,51,0.0018309331693318505
càng,51,0.0019174661175372669
toán,51,0.0013974582899131266
tuyệt,51,0.002089900797364063
đặt,51,0.0013797371350442963
đáo,50,0.0022616085326560504
sở,50,0.0013586713401625118
chút,50,0.0016728328519320977
tất,50,0.001545183600820744
kiện,50,0.0015380620722552298
tư,50,0.001486412000784008
website,50,0.0014677442384789974
bảng,50,0.0013438544449616268
chu,50,0.0022483676784792687
vận,50,0.0016506423254548585
nóng,49,0.0016650009101787427
sớm,49,0.0016887134676533961
biệt,49,0.0013048470170559123
giảm,48,0.0015120480883448655
vọng,48,0.0014303725141062663
tránh,48,0.0011909086216916694
smile,48,0.002010510947238854
kém,48,0.0016500017089768491
bám,48,0.0018258250610675996
lấy,47,0.0012420480960000982
họa,46,0.001530405451917655
âm,46,0.0014436545765122413
khí,46,0.0016485788784967297
nghiệp,46,0.0013294613633433477
lỗi,46,0.001339883467695828
mềm,46,0.001084877825340648
mặc,45,0.0012199448050939006
xin,45,0.0015098603937511246
trao,45,0.001539867312890549
cương,45,0.0015929665187866444
sáng,45,0.0013624397641690338
cuốn,45,0.0018052551415794864
cũ,45,0.0012989391178242482
trực,44,0.001449492576629611
ngắn,44,0.0014719828533817914
nổi,44,0.0014044338667543134
tục,44,0.0012552453440141627
chép,43,0.0015353427860349252
giác,43,0.0013392574363621365
lâu,43,0.0012142130362714821
xong,43,0.0010483155631713478
mặt,43,0.0013219056778431607
luận,42,0.0012718993563580496
ngay,42,0.0012017660009675567
bao,42,0.0012628294912760934
deadline,42,0.0013239313030046287
vị,42,0.0015632578084456281
cận,41,0.0013286250185847476
hội,41,0.001284837950014681
trò,41,0.001224306177002035
nặng,41,0.0012412126363424486
vô,40,0.0012592372223631056
ai,40,0.0010778847666618539
mờ,40,0.0010903999210867636
tiến,40,0.001193045129544849
nghệ,40,0.0009412205539390306
sức,40,0.0013450490237132907
cứu,39,0.0011736024627628456
chức,39,0.001061635025682787
seminar,39,0.0010097752900280418
sung,39,0.001168210753489781
phục,39,0.0011930260249826189
lan,39,0.0013249292880394975
việt,39,0.001092492826200524
giỏi,38,0.001814032679220004
nhớ,38,0.0011652599756882434
kể,38,0.0012222139590863225
mức,38,0.0010677342689488299
quyết,37,0.001143240175099504
tổ,37,0.0010221257138846708
nghiên,37,0.001133352877542178
riêng,37,0.0010443656732994227
nhắc,37,0.0011543682627236519
phút,36,0.0010569962241822146
sơ,36,0.0011054046205640176
sôi,36,0.001294060127245418
hầu,36,0.001018837097347352
mẫu,36,0.0013238451353233991
mấy,36,0.0008444305781559993
dàng,36,0.0009701576063351783
quạt,35,0.0011889214007291696
vời,35,0.0015366850878201048
sẻ,35,0.0013044562130395455
cứ,35,0.0008920918958917682
khắc,35,0.0013333726317069942
vật,35,0.0010910577191668995
man,35,0.0012296534711069053
viên,34,0.0010446660130188068
thuật,34,0.0009476848860730532
ảnh,34,0.0008746985530954513
xét,34,0.0010956547836818156
quy,33,0.000973293941889926
hai,33,0.0009030156581460085
túc,33,0.0013219269652969567
đào,33,0.0009224037607029976
rèn,33,0.0011144570513934274
bận,33,0.0012866081429949619
hy,33,0.0010804877840692832
chế,33,0.0010254971255873502
giới,33,0.0008530439254875378
chắc,32,0.0009459964820887233
gọn,32,0.0012143492767949416
micro,32,0.001085237228304291
khoảng,31,0.0008193518325104351
song,31,0.0009105853693928188
tiêu,31,0.0009103405561634191
bất,31,0.0008743593870341658
sách,30,0.000854016824395718
tụy,30,0.0016538193930787154
email,30,0.0009511325039489754
ngôn,30,0.0007678593766035569
sống,30,0.0009764830428025718
gửi,30,0.0009758247631577383
muộn,30,0.0013761708279213935
thảo,30,0.0011107348620847982
gia,30,0.0007884722643690046
sẵn,29,0.0009152806350725607
nghề,29,0.0009958914592818255
đại,29,0.0007401882067039764
thôi,29,0.0008997647484917332
ổn,29,0.0013671972558414495
loa,29,0.0008943663699184254
tốn,29,0.0007643156863790212
điện,28,0.0008364030715049818
tải,28,0.0009829940736290127
quản,28,0.0007138440076850715
nhiệm,28,0.0010271510273449425
thiệu,28,0.000746860919510258
trách,28,0.0010646584756492294
biểu,28,0.0007874491438999336
diễn,28,0.0009875884501383773
dành,28,0.000796281364308274
hồ,28,0.0008459304902817612
đơn,27,0.0007684863303984209
hấp,27,0.001145951313173975
chữ,27,0.0007301267578062095
vững,27,0.000963950832014101
khô,27,0.0008794413752932975
thúc,27,0.0008550088890174283
bớt,27,0.000959723950902073
hữu,27,0.001003246937850707
mơ,27,0.000832273558151144
hi,27,0.0008682205860256469
hư,26,0.0007875857058702292
tinh,26,0.0009029632267499269
trùng,26,0.0007786320228680937
chơi,26,0.0008392667697941051
bố,26,0.0007006429092871549
đối,26,0.0009401277969885687
triển,26,0.0006999505957894813
giản,25,0.000750000073350503
hưởng,25,0.0007035932620309244
thái,25,0.0010795997726096797
ghi,25,0.0007855637950144524
lắng,25,0.001004120935978542
nay,25,0.0006022013938133675
đăng,25,0.0006981118548833379
nhập,25,0.0007857239725099732
trạng,25,0.0007115173778304299
cộng,25,0.0006810755888613378
chạy,25,0.0006993419889458789
chữa,25,0.0008767911959482908
tổng,25,0.0007546152670752361
đứng,25,0.0008694240487144126
cấu,24,0.0006776386105223598
gắng,24,0.0009082593466804988
chỉnh,24,0.0006619595352619339
kéo,24,0.0007541064490574644
giấc,24,0.001071902448035266
bàn,24,0.0006861438424577362
xúc,24,0.000894717669771895
sót,24,0.000769056418049246
dữ,24,0.0006570701668753656
game,24,0.0005834087234784572
kế,23,0.0006581443381599619
chọn,23,0.0006289488743262951
cuộc,23,0.0006666986632265553
thẳng,23,0.0007415227422542577
kiểu,23,0.0007021530041965365
nghĩa,23,0.0007238741123923068
lôi,23,0.0010076850527556858
mô,23,0.0006811261049520313
trở,23,0.0006375699521803701
giống,23,0.0006403341517524667
xa,23,0.000630409023123842
dõi,23,0.0007233701391185738
vụ,23,0.0006589610465028446
đẹp,23,0.000925001615270387
hôm,23,0.0005408072547838686
tượng,23,0.0006859691775718696
đường,23,0.0007323200804714871
vắng,23,0.0009146350955667155
kẽ,22,0.0007697677117102014
sài,22,0.0008322748261077002
nhân,22,0.000533635525608607
sàng,22,0.0007802609295557907
duy,22,0.0006473030371238601
demo,22,0.0009019953517418922
lẫn,22,0.0006419642207169392
quát,22,0.0006512702322397635
dưới,22,0.0006010515854167647
củng,22,0.0007429782920599812
cứng,22,0.0008454587180105063
góp,22,0.0006897621948890745
hỏng,22,0.0006222614134088046
phú,22,0.0007774535831612357
đâu,22,0.0005208996148278696
chẳng,22,0.0005717013214035673
kiếm,21,0.0005403512011554818
thanh,21,0.0006131562271304854
nền,21,0.0005012621824837277
dịch,21,0.00047207991142149376
nêu,21,0.0006755549083378628
đích,21,0.0005846121902474732
buộc,21,0.0005898224133626589
tưởng,21,0.000679903589847599
video,20,0.0005939282020629675
trẻ,20,0.0008577104530585482
up,20,0.0006415291694190781
bình,20,0.0007458843854365263
linh,20,0.0007733786887428212
lạc,20,0.0005766293776964567
rằng,20,0.0005584107007383798
doanh,20,0.0005540560179964338
bước,20,0.0005746865803328637
thần,20,0.0007344356583046297
khan,20,0.0006576889755468045
trúc,19,0.0005597513293984609
cạnh,19,0.0005414344000120411
sang,19,0.0005471135558523122
nguyên,19,0.0007043283724241909
quý,19,0.0007328308072576627
căn,19,0.0006419406952503289
xuống,18,0.0005107927978925287
lưỡng,18,0.0008852889635578692
rớt,18,0.00046834301445414103
nổ,18,0.0008599181560548469
cài,18,0.0005786713174279273
dòng,18,0.0006058534859214361
phí,18,0.0005398466242833301
nhu,18,0.0005385702813036546
mạch,18,0.0005701260865406388
đừng,18,0.0005951901755488024
thụ,18,0.0007163123281686139
cá,18,0.00047311827908853307
đông,18,0.0006756365740644101
hề,18,0.0005089439886336981
tốc,17,0.0005983312331303858
tảng,17,0.0004121439678020433
lưu,17,0.000650981849918643
nhờ,17,0.0005583296553086161
giấy,17,0.0005685299596301232
phản,17,0.0005343696754040758
quên,17,0.0005804680053290273
cặn,17,0.00065353267943017
quen,17,0.0004916173099267251
bụi,17,0.0004311095687737085
đem,17,0.0005775315805126077
ồn,17,0.0005726690586616338
ngoại,17,0.0005102086039239474
laptop,16,0.00038037908952360015
tệ,16,0.00077281026927565
hóa,16,0.0005613618145381247
sợ,16,0.0005235723892174967
loại,16,0.000403898544304052
đáng,16,0.0005544604725426917
lai,16,0.0004133380072268909
khích,16,0.0004410584197654297
lẽ,16,0.00048489419264436567
nản,16,0.0005430158247492986
cám,16,0.0009124501454307087
chúc,16,0.0007228447971711542
xuất,16,0.0005341158257297403
chuyển,16,0.0004485125073242002
nhẹ,15,0.0005146422516061048
đời,15,0.00045872928235461983
ký,15,0.0004071128806901894
tín,15,0.00045415529142418034
xử,15,0.00041530057801759306
to,15,0.0006350977764839501
rối,15,0.0004952057241265317
xây,15,0.0003964491871572414
thưa,15,0.0005556636936877593
cởi,15,0.0007803993188776058
nơi,15,0.0004973715931003411
soạn,15,0.0005056742436839185
tối,15,0.00046721257744770987
chúng,15,0.0003812148227187265
dựng,15,0.00039231791238739013
mạnh,14,0.0004419162470933745
cười,14,0.0005463324068398915
nửa,14,0.00041064404756248135
nhằm,14,0.0003862057057187057
nối,14,0.0004604243473625209
chờ,14,0.00040992196922048365
lướt,14,0.0005093240313639003
nhầm,14,0.0004546751807700188
chóng,14,0.0004425206474356414
kèm,14,0.0004968691470358556
khe,14,0.0005774998536456386
rút,14,0.0003962525807444762
dặn,14,0.0003636071667326871
khách,14,0.0005903738462041874
lặp,14,0.00044086443040672964
trời,13,0.00043337372035318376
suy,13,0.00035213669084489325
ân,13,0.0006862268698822594
gợi,13,0.00044648154531905536
trừu,13,0.0004061739904719984
lề,13,0.0005237349465792873
lo,13,0.0005269319280082551
khuyến,13,0.00041042021255956353
đóng,13,0.0003864889298661571
thao,13,0.00033307022473059257
lợi,13,0.000419362871053136
nhiêu,13,0.0004346238237086627
mệt,13,0.0003707849160439676
thuộc,13,0.0004114214262438652
phức,13,0.000413759831315613
tiện,13,0.00042427830745191234
đợi,13,0.00034813201632795664
sad,13,0.0005571684933588694
phụ,13,0.00046560613671238975
giáo,13,0.0004724194324199348
ban,13,0.0003916684871421418
tên,13,0.0003212437957091625
wifi,12,0.0004657831122993589
con,12,0.0003634141091371908
nước,12,0.0003562968692728462
vựng,12,0.0004357762136096826
lố,12,0.0006084947190053795
đoạn,12,0.00027545133846026217
cân,12,0.0004186873361145651
lạ,12,0.0004842395690638307
đột,12,0.0003407560221791212
xảy,12,0.0003634440707333636
chiều,12,0.00040620245595723376
kênh,12,0.0003899749071999085
trục,12,0.00034647364685781864
tiên,12,0.0004573887152545422
hồi,12,0.00038612931806274804
ta,12,0.00036279507987330487
tiền,12,0.00030977152980464517
cắm,12,0.0003906233479553323
hàng,12,0.00042001998264910064
tỉ,12,0.0004961115130636161
hoạch,12,0.00035281463121930037
chị,12,0.0003598003050240742
thử,12,0.00038100393763760475
tháng,12,0.000282878984068878
trặc,12,0.00034647364685781864
chăm,12,0.0005191229502196286
chứng,11,0.000349470890500785
trưa,11,0.00034647155403892086
hăng,11,0.00047280698991984823
khỏe,11,0.00045863322682778335
tay,11,0.00025625157835631123
trí,11,0.0002852058242217134
dồi,11,0.0003896951285413108
coi,11,0.00040721789682457324
cửa,11,0.00027018244797877376
lắp,11,0.000360448690671863
xã,11,0.00039615047012774983
tạp,11,0.00037835840281061405
lĩnh,11,0.0003437043757797976
tầm,11,0.0003339733778124258
văn,11,0.00025192439805665756
logic,11,0.00041991124780358383
phép,11,0.00038005515433567127
căng,11,0.00043630397978297375
tắc,11,0.00045897993461829246
thoại,11,0.00039829932233466814
phấn,11,0.0003491974486373087
màn,11,0.00031827359826745955
nhở,11,0.00034574592494551656
phổ,11,0.0003437160293040366
khái,11,0.00029729803779984034
tả,11,0.00032778753212253805
biện,11,0.0002844036631456376
nguồn,10,0.00035637973679352483
tóm,10,0.0003977444024762932
chí,10,0.0002647234563141536
trưởng,10,0.00030934418970650406
môi,10,0.000316341389559564
bó,10,0.00029995504729574417
khắt,10,0.0004674245674985169
tí,10,0.00046761184177520005
kit,10,0.00032498769408245286
copy,10,0.0003066540254605563
ty,10,0.00032369831937843405
chả,10,0.0003323862481425196
lộn,9,0.0002797277223248772
đàn,9,0.0003450387252501493
thuận,9,0.00027823374423579107
đòi,9,0.0003198208164085746
hãy,9,0.0003397012104578432
bức,9,0.0003497183400352326
trai,9,0.00040814245169703894
mời,9,0.0002808520343339242
chê,9,0.00033128339315429957
móc,9,0.0003089114863299349
mỏi,9,0.00026469896360461966
biến,9,0.00027110475581812877
sắc,9,0.00036762462230911926
trừ,9,0.0002579025287964782
báu,9,0.00032700181693739533
nhàng,9,0.0003563151900237393
vực,9,0.0002936401714228088
che,9,0.00030677298859228266
gọi,9,0.0003235763983381296
nhộn,9,0.00042338500909982064
kích,9,0.000323967799038945
xen,9,0.0002890835151364928
kêu,9,0.0003583953812430862
xung,9,0.00031777018701558676
khuôn,9,0.0002946657251768175
kiên,9,0.0003794653100668748
tân,9,0.0005889782259178064
thoảng,9,0.0003397185586749173
ghế,9,0.00029099163637116404
love,9,0.0005483705516935032
trắc,9,0.000266089893955865
huy,9,0.0003614506192153282
trải,9,0.0002825735571475034
lệ,9,0.00023006218190305773
mỉ,9,0.0004434046205420846
thí,8,0.00024917620924381486
thấp,8,0.0002895659527478579
chiếm,8,0.0002681920978832176
viện,8,0.00028466589652202223
chéo,8,0.0001988394968665629
bữa,8,0.00037240871365698433
tranh,8,0.00026607019622427216
trau,8,0.00028891439700264997
ăn,8,0.00021482307004193048
suông,8,0.0003131071809292724
siêu,8,0.0004065590234258368
xíu,8,0.00035637006604226704
rời,8,0.0002895653577073772
tòi,8,0.0002404178246712678
xinh,8,0.0005404819212807469
tậm,8,0.00044703206280178996
thỉnh,8,0.00029384952365925967
nữ,8,0.00023555119612206403
tức,8,0.00023902163222868942
suốt,8,0.00018119706565264556
phía,8,0.00019804045524678924
khai,8,0.00024071367633813953
dựa,8,0.00023901127096184098
di,8,0.00019147480582837984
gắn,8,0.0002667827223828356
dãy,8,0.0002516076381138047
ha,8,0.00012951465294569516
may,8,0.000276252630188714
liền,8,0.00023965667064314785
họ,8,0.00013925386914915878
khối,8,0.0003062035512485095
lãng,8,0.0002649384709833375
gắt,8,0.00036719953522055735
trống,7,0.0002629588889190968
mẻ,7,0.0002909360754445074
tử,7,0.00023447168223758363
trị,7,0.0002202724058414799
dường,7,0.00022057217018582384
chân,7,0.0002939652700223352
gò,7,0.00022126192948745081
trầm,7,0.00033189769519951855
chém,7,0.0002486391552466193
suất,7,0.0002970012249588714
chuột,7,0.00020610399189788836
thù,7,0.00022300461076022536
lựa,7,0.00018315550780920653
họp,7,0.00022630499607632863
trì,7,0.0002484030589490035
thủ,7,0.0002906974301995336
vòng,7,0.0002509799211162958
cử,7,0.00021971924625285584
sạch,7,0.00020392032307056882
lệch,7,0.00022489413749563785
phỏng,7,0.00020345186530835085
chắn,7,0.0002608070746532538
post,7,0.00026527191504497553
nề,7,0.0002067227610849983
mê,7,0.0001944806333762869
rèm,7,0.0002255359633883702
ánh,7,0.0002066837742758349
dậy,6,0.0003776768112925537
vẽ,6,0.00018997439500953618
kính,6,0.00018938401094642336
lao,6,0.00019508877230094032
đặn,6,0.0003399734521487574
đậu,6,0.00016775375147758437
thất,6,0.00025074263909995696
phó,6,0.00014868178767573202
dần,6,0.0001628278187484975
thậm,6,0.00015658765764000785
ngược,6,0.0001680213155801006
hằng,6,0.00021574938251846503
hảo,6,0.0002423888196041558
dự,6,0.00020457761321830123
đố,6,0.0002339063895654624
quay,6,0.00015368841697681123
niềm,6,0.0002883782030100373
đẩy,6,0.00026146980333709564
nhấn,6,0.00020826027813159522
khía,6,0.00019801822152750448
niệm,6,0.0001702909484532515
khuyên,6,0.0002088181037057133
súc,6,0.00023254949618533747
khung,6,0.0002220038718781403
say,6,0.0002887553829319901
sản,6,0.0001721461991300923
gió,6,0.0002210338565836627
khổ,6,0.00021904243493839728
source,6,0.00013704796722429364
ghép,6,0.00018719005938198897
lành,6,0.00025643926146698745
rãi,6,0.00024544083286663686
nhúng,6,0.0001462283310204304
đam,6,0.00015225389419472497
bóng,6,0.00022890985087778597
chật,6,0.00018564582544973348
quyền,6,0.00018650674060527263
phẩm,6,0.0001721461991300923
ào,6,0.00021152633096479308
mò,6,0.00016546125262669741
mày,6,0.00016513790738185852
ham,6,0.0002477148582241024
cúp,6,0.0002520325172354663
diện,6,0.00017460324590495583
training,5,0.00021585818859175282
ơi,5,0.00019725088522532365
tuân,5,0.00022752493816368408
đùa,5,0.00016133826215607424
dây,5,0.0001512333325898095
sánh,5,0.0001817619952484603
mắn,5,0.0002035646946445361
sĩ,5,0.00018249992019918912
giám,5,0.0001713204105910295
đương,5,0.0001328934395275429
mến,5,0.0002751133981265752
sổ,5,0.00011843448337583027
nàn,5,0.00020275252148297117
nhạt,5,0.00016833763728486486
đứa,5,0.00015611852076565912
xe,5,0.00012968506801917367
thang,5,0.00015159932236564629
thiên,5,0.00020432325162749967
chênh,5,0.00016175946407534468
dám,5,0.00020724925245026998
chừng,5,0.00016563755405208156
bối,5,0.00017042544217303035
hiễu,5,0.000291756655918616
